unidade_id,grupamento,vagas,referencia
0724804,maternal_1,40,2025-07-11
0724804,maternal_2,60,2025-07-11
0724805,maternal_1,25,2025-07-11
0724805,maternal_2,50,2025-07-11
0724806,maternal_1,25,2025-07-11
0724806,maternal_2,50,2025-07-11
0724807,bercario,25,2025-07-11
0724807,maternal_1,50,2025-07-11
0724807,maternal_2,100,2025-07-11
0724808,maternal_1,25,2025-07-11
0724808,maternal_2,50,2025-07-11
0724809,maternal_1,15,2025-07-11
0724809,maternal_2,15,2025-07-11
0734601,maternal_1,50,2025-07-11
0734601,maternal_2,50,2025-07-11
0734602,maternal_1,40,2025-07-11
0734602,maternal_2,40,2025-07-11
0734603,maternal_1,15,2025-07-11
0734603,maternal_2,20,2025-07-11
0734801,maternal_1,16,2025-07-11
0734801,maternal_2,16,2025-07-11
0734802,bercario,50,2025-07-11
0734802,maternal_1,25,2025-07-11
0734802,maternal_2,25,2025-07-11
0734803,maternal_1,25,2025-07-11
0734803,maternal_2,25,2025-07-11
0734804,maternal_1,25,2025-07-11
0734804,maternal_2,25,2025-07-11
0734805,maternal_1,50,2025-07-11
0734805,maternal_2,50,2025-07-11
0817202,maternal_1,50,2025-07-11
0817202,maternal_2,50,2025-07-11
0817504,maternal_1,25,2025-07-11
0817504,maternal_2,50,2025-07-11
0817505,maternal_2,90,2025-07-11
0817601,bercario,50,2025-07-11
0817601,maternal_1,100,2025-07-11
0817601,maternal_2,125,2025-07-11
0817602,bercario,43,2025-07-11
0817602,maternal_1,40,2025-07-11
0817602,maternal_2,50,2025-07-11
0817603,bercario,25,2025-07-11
0817603,maternal_1,75,2025-07-11
0817603,maternal_2,75,2025-07-11
0817604,maternal_1,46,2025-07-11
0817604,maternal_2,100,2025-07-11
0817605,bercario,50,2025-07-11
0817605,maternal_1,25,2025-07-11
0817605,maternal_2,50,2025-07-11
0817606,maternal_1,50,2025-07-11
0817606,maternal_2,50,2025-07-11
0817607,bercario,50,2025-07-11
0817607,maternal_1,125,2025-07-11
0817607,maternal_2,125,2025-07-11
0817608,maternal_1,75,2025-07-11
0817608,maternal_2,75,2025-07-11
0817609,bercario,100,2025-07-11
0817609,maternal_1,100,2025-07-11
0817609,maternal_2,100,2025-07-11
0817610,maternal_1,50,2025-07-11
0817610,maternal_2,50,2025-07-11
0817611,maternal_1,50,2025-07-11
0817611,maternal_2,50,2025-07-11
0817612,bercario,50,2025-07-11
0817612,maternal_1,100,2025-07-11
0817612,maternal_2,100,2025-07-11
0817613,maternal_1,37,2025-07-11
0817613,maternal_2,50,2025-07-11
0817614,bercario,25,2025-07-11
0817614,maternal_1,50,2025-07-11
0817614,maternal_2,75,2025-07-11
0817615,bercario,25,2025-07-11
0817615,maternal_1,24,2025-07-11
0817615,maternal_2,49,2025-07-11
0817616,maternal_1,25,2025-07-11
0817616,maternal_2,75,2025-07-11
0817617,bercario,50,2025-07-11
0817617,maternal_1,50,2025-07-11
0817617,maternal_2,50,2025-07-11
0817618,maternal_1,84,2025-07-11
0817618,maternal_2,100,2025-07-11
0817619,bercario,25,2025-07-11
0817619,maternal_1,75,2025-07-11
0817619,maternal_2,50,2025-07-11
0817801,bercario,25,2025-07-11
0817801,maternal_1,100,2025-07-11
0817801,maternal_2,75,2025-07-11
0817802,maternal_1,50,2025-07-11
0817802,maternal_2,100,2025-07-11
0817803,bercario,50,2025-07-11
0817803,maternal_1,50,2025-07-11
0817803,maternal_2,50,2025-07-11
0817804,bercario,25,2025-07-11
0817804,maternal_1,50,2025-07-11
0817804,maternal_2,50,2025-07-11
0817805,maternal_1,50,2025-07-11
0817805,maternal_2,50,2025-07-11
0817806,bercario,50,2025-07-11
0817806,maternal_1,50,2025-07-11
0817806,maternal_2,50,2025-07-11
0817807,bercario,50,2025-07-11
0817807,maternal_1,50,2025-07-11
0817807,maternal_2,50,2025-07-11
0817808,bercario,25,2025-07-11
0817808,bercario,25,2025-07-11
0817808,maternal_1,75,2025-07-11
0817808,maternal_1,75,2025-07-11
0817808,maternal_2,100,2025-07-11
0817808,maternal_2,100,2025-07-11
0817809,maternal_2,50,2025-07-11
0817810,maternal_1,75,2025-07-11
0817810,maternal_2,125,2025-07-11
0817814,bercario,25,2025-07-11
0817814,maternal_1,50,2025-07-11
0817814,maternal_2,75,2025-07-11
0817815,bercario,25,2025-07-11
0817815,bercario,25,2025-07-11
0817815,maternal_1,25,2025-07-11
0817815,maternal_1,25,2025-07-11
0817815,maternal_2,75,2025-07-11
0817815,maternal_2,75,2025-07-11
0833505,maternal_2,25,2025-07-11
0833601,bercario,25,2025-07-11
0833601,maternal_1,75,2025-07-11
0833601,maternal_2,25,2025-07-11
0833602,bercario,25,2025-07-11
0833602,maternal_1,75,2025-07-11
0833602,maternal_2,50,2025-07-11
0833603,bercario,75,2025-07-11
0833603,maternal_1,50,2025-07-11
0833603,maternal_2,75,2025-07-11
0833801,bercario,25,2025-07-11
0833801,maternal_1,48,2025-07-11
0833801,maternal_2,48,2025-07-11
0833802,bercario,25,2025-07-11
0833802,maternal_1,50,2025-07-11
0833802,maternal_2,50,2025-07-11
0833803,maternal_1,25,2025-07-11
0833803,maternal_2,75,2025-07-11
0833805,maternal_1,23,2025-07-11
0833805,maternal_2,24,2025-07-11
0833806,bercario,50,2025-07-11
0833806,bercario,50,2025-07-11
0833806,maternal_1,100,2025-07-11
0833806,maternal_1,100,2025-07-11
0833806,maternal_2,125,2025-07-11
0833806,maternal_2,125,2025-07-11
0833807,bercario,25,2025-07-11
0833807,maternal_1,73,2025-07-11
0833807,maternal_2,48,2025-07-11
0833808,bercario,25,2025-07-11
0833808,maternal_1,25,2025-07-11
0833808,maternal_2,25,2025-07-11
0833809,bercario,25,2025-07-11
0833809,maternal_1,50,2025-07-11
0833809,maternal_2,75,2025-07-11
0833810,bercario,50,2025-07-11
0833810,maternal_1,25,2025-07-11
0833810,maternal_2,25,2025-07-11
0833811,bercario,25,2025-07-11
0833811,maternal_1,75,2025-07-11
0833811,maternal_2,100,2025-07-11
0918601,bercario,50,2025-07-11
0918601,maternal_1,50,2025-07-11
0918601,maternal_2,50,2025-07-11
0918602,maternal_1,50,2025-07-11
0918602,maternal_2,75,2025-07-11
0918603,maternal_1,25,2025-07-11
0918603,maternal_2,50,2025-07-11
0918604,maternal_1,40,2025-07-11
0918604,maternal_2,40,2025-07-11
0918605,maternal_1,50,2025-07-11
0918605,maternal_2,50,2025-07-11
0918606,maternal_1,50,2025-07-11
0918606,maternal_2,75,2025-07-11
0918607,bercario,25,2025-07-11
0918607,maternal_1,75,2025-07-11
0918607,maternal_2,100,2025-07-11
0918608,maternal_1,75,2025-07-11
0918608,maternal_2,50,2025-07-11
0918609,maternal_1,14,2025-07-11
0918609,maternal_2,43,2025-07-11
0918610,maternal_1,25,2025-07-11
0918610,maternal_2,25,2025-07-11
0918611,maternal_1,48,2025-07-11
0918611,maternal_2,40,2025-07-11
0918613,bercario,20,2025-07-11
0918613,maternal_1,50,2025-07-11
0918613,maternal_2,50,2025-07-11
0918614,bercario,50,2025-07-11
0918614,maternal_1,75,2025-07-11
0918614,maternal_2,75,2025-07-11
0918615,maternal_1,50,2025-07-11
0918615,maternal_2,100,2025-07-11
0918616,bercario,25,2025-07-11
0918616,maternal_1,50,2025-07-11
0918616,maternal_2,50,2025-07-11
0918617,bercario,50,2025-07-11
0918617,maternal_1,50,2025-07-11
0918617,maternal_2,50,2025-07-11
0918618,maternal_1,40,2025-07-11
0918618,maternal_2,65,2025-07-11
0918619,bercario,50,2025-07-11
0918619,maternal_1,70,2025-07-11
0918619,maternal_2,70,2025-07-11
0918620,bercario,75,2025-07-11
0918620,maternal_1,100,2025-07-11
0918620,maternal_2,100,2025-07-11
0918621,bercario,40,2025-07-11
0918621,maternal_1,40,2025-07-11
0918621,maternal_2,40,2025-07-11
0918801,bercario,25,2025-07-11
0918801,maternal_1,50,2025-07-11
0918801,maternal_2,50,2025-07-11
0918802,bercario,50,2025-07-11
0918802,maternal_1,50,2025-07-11
0918802,maternal_2,50,2025-07-11
0918803,bercario,25,2025-07-11
0918803,maternal_1,25,2025-07-11
0918803,maternal_2,25,2025-07-11
0918804,maternal_1,25,2025-07-11
0918804,maternal_2,50,2025-07-11
0918805,bercario,25,2025-07-11
0918805,maternal_1,50,2025-07-11
0918805,maternal_2,75,2025-07-11
0918806,bercario,50,2025-07-11
0918806,maternal_1,75,2025-07-11
0918806,maternal_2,50,2025-07-11
0918807,bercario,75,2025-07-11
0918807,maternal_1,50,2025-07-11
0918807,maternal_2,75,2025-07-11
0918808,bercario,25,2025-07-11
0918808,maternal_1,50,2025-07-11
0918808,maternal_2,75,2025-07-11
0918809,maternal_2,20,2025-07-11
0918810,maternal_1,25,2025-07-11
0918810,maternal_2,25,2025-07-11
0918811,maternal_1,25,2025-07-11
0918811,maternal_2,25,2025-07-11
0918812,maternal_1,50,2025-07-11
0918812,maternal_2,100,2025-07-11
0918813,bercario,50,2025-07-11
0918813,bercario,50,2025-07-11
0918813,maternal_1,50,2025-07-11
0918813,maternal_1,50,2025-07-11
0918813,maternal_2,50,2025-07-11
0918813,maternal_2,50,2025-07-11
0918814,bercario,25,2025-07-11
0918814,maternal_1,50,2025-07-11
0918814,maternal_2,100,2025-07-11
0918815,bercario,50,2025-07-11
0918815,bercario,50,2025-07-11
0918815,maternal_1,100,2025-07-11
0918815,maternal_1,100,2025-07-11
0918815,maternal_2,100,2025-07-11
0918815,maternal_2,100,2025-07-11
0918816,maternal_1,25,2025-07-11
0918816,maternal_2,25,2025-07-11
0918817,bercario,50,2025-07-11
0918817,maternal_1,75,2025-07-11
0918817,maternal_2,75,2025-07-11
0918818,maternal_1,25,2025-07-11
0918818,maternal_2,50,2025-07-11
0918819,maternal_2,50,2025-07-11
0918820,maternal_1,25,2025-07-11
0918820,maternal_2,40,2025-07-11
0918821,maternal_1,75,2025-07-11
0918821,maternal_2,75,2025-07-11
0918822,bercario,25,2025-07-11
0918822,maternal_1,75,2025-07-11
0918822,maternal_2,50,2025-07-11
0918823,bercario,25,2025-07-11
0918823,maternal_1,50,2025-07-11
0918823,maternal_2,75,2025-07-11
0918824,bercario,25,2025-07-11
0918824,maternal_1,75,2025-07-11
0918824,maternal_2,75,2025-07-11
0918825,bercario,25,2025-07-11
0918825,maternal_1,100,2025-07-11
0918825,maternal_2,100,2025-07-11
0918826,bercario,50,2025-07-11
0918826,maternal_1,50,2025-07-11
0918826,maternal_2,75,2025-07-11
0918827,bercario,50,2025-07-11
0918827,maternal_1,50,2025-07-11
0918827,maternal_2,50,2025-07-11
0918828,bercario,50,2025-07-11
0918828,maternal_1,75,2025-07-11
0918828,maternal_2,75,2025-07-11
0918829,bercario,25,2025-07-11
0918829,maternal_1,50,2025-07-11
0918829,maternal_2,50,2025-07-11
0918830,maternal_1,25,2025-07-11
0918830,maternal_2,25,2025-07-11
0918831,bercario,50,2025-07-11
0918831,maternal_1,50,2025-07-11
0918831,maternal_2,75,2025-07-11
0918832,bercario,50,2025-07-11
0918832,maternal_1,75,2025-07-11
0918832,maternal_2,50,2025-07-11
0918833,bercario,50,2025-07-11
0918833,maternal_1,75,2025-07-11
0918833,maternal_2,75,2025-07-11
0918834,bercario,50,2025-07-11
0918834,maternal_1,75,2025-07-11
0918834,maternal_2,75,2025-07-11
0918835,bercario,50,2025-07-11
0918835,maternal_1,50,2025-07-11
0918835,maternal_2,75,2025-07-11
0918836,bercario,50,2025-07-11
0918836,maternal_1,75,2025-07-11
0918836,maternal_2,75,2025-07-11
0918837,bercario,50,2025-07-11
0918837,maternal_1,75,2025-07-11
0918837,maternal_2,75,2025-07-11
0918838,maternal_1,50,2025-07-11
0918838,maternal_2,50,2025-07-11
0918839,maternal_1,25,2025-07-11
0918839,maternal_2,50,2025-07-11
1019601,maternal_1,25,2025-07-11
1019601,maternal_2,25,2025-07-11
1019602,bercario,25,2025-07-11
1019602,maternal_1,50,2025-07-11
1019602,maternal_2,50,2025-07-11
1019603,maternal_1,25,2025-07-11
1019603,maternal_2,25,2025-07-11
1019604,maternal_1,22,2025-07-11
1019604,maternal_2,44,2025-07-11
1019605,maternal_1,25,2025-07-11
1019605,maternal_2,50,2025-07-11
1019606,maternal_1,50,2025-07-11
1019606,maternal_2,75,2025-07-11
1019607,maternal_1,25,2025-07-11
1019607,maternal_2,25,2025-07-11
1019609,bercario,25,2025-07-11
1019609,maternal_1,25,2025-07-11
1019609,maternal_2,50,2025-07-11
1019610,maternal_1,25,2025-07-11
1019610,maternal_2,25,2025-07-11
1019611,maternal_1,25,2025-07-11
1019611,maternal_2,25,2025-07-11
1019612,bercario,50,2025-07-11
1019612,maternal_1,50,2025-07-11
1019612,maternal_2,75,2025-07-11
1019613,maternal_1,25,2025-07-11
1019613,maternal_2,50,2025-07-11
1019614,bercario,25,2025-07-11
1019614,maternal_1,50,2025-07-11
1019614,maternal_2,75,2025-07-11
1019615,maternal_1,16,2025-07-11
1019615,maternal_2,32,2025-07-11
1019616,maternal_1,50,2025-07-11
1019616,maternal_2,50,2025-07-11
1019618,maternal_1,25,2025-07-11
1019618,maternal_2,75,2025-07-11
1019619,maternal_1,18,2025-07-11
1019619,maternal_2,21,2025-07-11
1019620,bercario,16,2025-07-11
1019620,maternal_1,16,2025-07-11
1019620,maternal_2,16,2025-07-11
1019621,maternal_1,25,2025-07-11
1019621,maternal_2,25,2025-07-11
1019623,bercario,25,2025-07-11
1019623,maternal_1,50,2025-07-11
1019623,maternal_2,50,2025-07-11
1019624,maternal_2,25,2025-07-11
1019625,maternal_1,16,2025-07-11
1019625,maternal_2,16,2025-07-11
1019626,maternal_1,16,2025-07-11
1019626,maternal_2,16,2025-07-11
1019627,bercario,16,2025-07-11
1019627,maternal_1,16,2025-07-11
1019627,maternal_2,32,2025-07-11
1019628,bercario,25,2025-07-11
1019628,maternal_1,25,2025-07-11
1019628,maternal_2,25,2025-07-11
1019630,maternal_1,25,2025-07-11
1019630,maternal_2,25,2025-07-11
1019631,bercario,25,2025-07-11
1019631,maternal_1,50,2025-07-11
1019631,maternal_2,25,2025-07-11
1019632,bercario,50,2025-07-11
1019632,maternal_1,50,2025-07-11
1019632,maternal_2,50,2025-07-11
1019633,maternal_1,25,2025-07-11
1019633,maternal_2,25,2025-07-11
1019801,bercario,25,2025-07-11
1019801,maternal_1,50,2025-07-11
1019801,maternal_2,100,2025-07-11
1019802,maternal_1,25,2025-07-11
1019802,maternal_2,50,2025-07-11
1019803,bercario,50,2025-07-11
1019803,maternal_1,50,2025-07-11
1019803,maternal_2,50,2025-07-11
1019804,maternal_1,25,2025-07-11
1019804,maternal_2,25,2025-07-11
1019806,bercario,25,2025-07-11
1019806,maternal_1,25,2025-07-11
1019806,maternal_2,25,2025-07-11
1019807,maternal_1,25,2025-07-11
1019807,maternal_2,50,2025-07-11
1019808,maternal_1,25,2025-07-11
1019808,maternal_2,50,2025-07-11
1019809,bercario,25,2025-07-11
1019809,maternal_1,25,2025-07-11
1019809,maternal_2,25,2025-07-11
1019810,maternal_1,25,2025-07-11
1019810,maternal_2,25,2025-07-11
1019811,maternal_2,50,2025-07-11
1019815,maternal_2,50,2025-07-11
1019818,maternal_2,50,2025-07-11
1019820,maternal_1,50,2025-07-11
1019820,maternal_2,50,2025-07-11
1019821,bercario,25,2025-07-11
1019821,maternal_1,50,2025-07-11
1019821,maternal_2,50,2025-07-11
1019822,maternal_1,25,2025-07-11
1019822,maternal_2,25,2025-07-11
1019824,maternal_2,25,2025-07-11
1019826,bercario,25,2025-07-11
1019826,maternal_1,25,2025-07-11
1019826,maternal_2,50,2025-07-11
1019827,bercario,25,2025-07-11
1019827,maternal_1,25,2025-07-11
1019827,maternal_2,50,2025-07-11
1019828,bercario,25,2025-07-11
1019828,maternal_1,50,2025-07-11
1019828,maternal_2,50,2025-07-11
1019829,bercario,25,2025-07-11
1019829,maternal_1,25,2025-07-11
1019829,maternal_2,25,2025-07-11
1019830,bercario,25,2025-07-11
1019830,maternal_1,25,2025-07-11
1019830,maternal_2,50,2025-07-11
1019831,bercario,25,2025-07-11
1019831,maternal_1,75,2025-07-11
1019831,maternal_2,75,2025-07-11
1026601,bercario,32,2025-07-11
1026601,maternal_1,32,2025-07-11
1026601,maternal_2,107,2025-07-11
1026602,maternal_1,20,2025-07-11
1026602,maternal_2,40,2025-07-11
1026603,maternal_1,25,2025-07-11
1026603,maternal_2,75,2025-07-11
1026604,bercario,50,2025-07-11
1026604,maternal_1,100,2025-07-11
1026604,maternal_2,150,2025-07-11
1026801,maternal_1,25,2025-07-11
1026801,maternal_2,25,2025-07-11
1026802,bercario,25,2025-07-11
1026802,maternal_1,50,2025-07-11
1026802,maternal_2,50,2025-07-11
1026803,maternal_2,100,2025-07-11
1026805,bercario,50,2025-07-11
1026805,maternal_1,75,2025-07-11
1026805,maternal_2,75,2025-07-11
1026806,bercario,25,2025-07-11
1026806,maternal_1,50,2025-07-11
1026806,maternal_2,75,2025-07-11
1026807,bercario,50,2025-07-11
1026807,maternal_1,50,2025-07-11
1026807,maternal_2,75,2025-07-11
1026809,bercario,50,2025-07-11
1026809,maternal_1,50,2025-07-11
1026809,maternal_2,75,2025-07-11
1026810,bercario,25,2025-07-11
1026810,maternal_1,50,2025-07-11
1026810,maternal_2,50,2025-07-11
1026811,maternal_1,25,2025-07-11
1026811,maternal_2,25,2025-07-11
1120201,maternal_2,25,2025-07-11
1120601,bercario,40,2025-07-11
1120601,maternal_1,35,2025-07-11
1120601,maternal_2,48,2025-07-11
1120602,bercario,15,2025-07-11
1120602,maternal_1,69,2025-07-11
1120602,maternal_2,66,2025-07-11
1120603,bercario,32,2025-07-11
1120603,maternal_1,56,2025-07-11
1120603,maternal_2,72,2025-07-11
1120604,bercario,18,2025-07-11
1120604,maternal_1,41,2025-07-11
1120604,maternal_2,48,2025-07-11
1120605,bercario,25,2025-07-11
1120605,maternal_1,25,2025-07-11
1120605,maternal_2,65,2025-07-11
1120606,bercario,50,2025-07-11
1120606,maternal_1,50,2025-07-11
1120606,maternal_2,50,2025-07-11
1120801,bercario,25,2025-07-11
1120801,maternal_1,50,2025-07-11
1120801,maternal_2,50,2025-07-11
1120802,bercario,25,2025-07-11
1120802,maternal_1,25,2025-07-11
1120802,maternal_2,25,2025-07-11
1120804,bercario,25,2025-07-11
1120804,maternal_1,50,2025-07-11
1120804,maternal_2,50,2025-07-11
